# x y ex ey
1 231653 0 604.1
3 230668 0 508.382
5 229982 0 507.627
7 230689 0 508.801
9 230386 0 508.092
11 215419 0 488.505
13 120419 0 358.239
15 82377.1 0 293.507
17 81262.9 0 291.033
19 79881.7 0 288.809
21 79397.9 0 288.36
23 80029.9 0 288.776
25 79415.9 0 288.349
27 79196.2 0 286.96
29 76818.8 0 283.14
31 58912.6 0 247.521
33 38969.1 0 199.705
35 34954.8 0 188.412
37 34804.6 0 188.627
39 34481.8 0 187.726
41 34520.6 0 188.104
43 34254.1 0 188.045
45 34180.6 0 186.938
47 34071.8 0 186.578
49 33421.7 0 184.817
51 28085.9 0 168.706
53 19369.2 0 140.827
55 17035.2 0 131.395
57 16853.8 0 130.91
