# x y ex ey
1 1.15997e+06 0 1356.4
3 1.14994e+06 0 1348.44
5 828424 0 1081.48
7 263601 0 547.348
9 239061 0 518.682
11 222443 0 498.161
13 219473 0 494.392
15 170657 0 431.601
17 72908.8 0 275.382
19 54280.9 0 236.786
21 52191.8 0 231.947
23 50447.8 0 227.556
25 51137.3 0 229.368
27 45613.3 0 216.223
29 26879.1 0 165.442
31 15785.8 0 126.497
33 13500.3 0 116.473
35 13089.6 0 114.976
37 12483.1 0 112.333
39 7908.2 0 89.2117
41 5904.1 0 77.1597
43 4059.57 0 63.9322
45 3766.1 0 61.5165
47 3404.88 0 58.5139
49 3193.23 0 56.7243
51 1993.53 0 44.8013
53 1366.9 0 37.0652
55 996.662 0 31.5805
