# x y ex ey
1 23159.6 0 153.523
3 23492.9 0 154.525
5 23169.8 0 153.281
7 14305.7 0 120.352
9 6041.74 0 78.0766
11 4624.98 0 68.2138
13 4402.65 0 66.5162
15 4447.15 0 66.8763
17 4071.77 0 63.9659
19 1602.42 0 40.1484
21 1219.18 0 35.0201
23 1106.32 0 33.3418
25 962.054 0 31.0988
27 1023.09 0 32.0657
29 813.631 0 28.5881
31 376.715 0 19.4535
33 285.869 0 16.9931
35 282.272 0 16.8389
37 290.65 0 17.1267
39 246.957 0 15.7454
41 212.231 0 14.6106
43 109.416 0 10.4802
45 92.3126 0 9.62426
47 94.4554 0 9.74233
49 85.4114 0 9.26417
51 64.8429 0 8.10536
53 80.4615 0 8.99587
55 41.4492 0 6.47327
