# x y ex ey
1 1.3207e+06 0 1480.64
3 1.32053e+06 0 1482.86
5 1.30759e+06 0 1473.91
7 797132 0 1057.3
9 298325 0 586.371
11 264998 0 548.967
13 257613 0 540.519
15 252548 0 534.33
17 174247 0 436.479
19 85562.4 0 299.433
21 69272.1 0 268.219
23 61490.9 0 253.064
25 60300.2 0 250.038
27 58358.5 0 245.712
29 55738.9 0 239.857
31 38518.5 0 198.596
33 18546.1 0 137.142
35 16152.2 0 127.83
37 15576.6 0 125.585
39 14831.5 0 122.528
41 12323.9 0 111.599
43 6864.35 0 83.3038
45 5368.38 0 73.5395
47 4584.28 0 67.7316
49 4150.83 0 64.6283
51 4031.32 0 63.7089
53 3588.7 0 60.0876
55 2485.96 0 50.0202
