# x y ex ey
1 260711 0 544.524
3 260504 0 544.03
5 250277 0 531.791
7 174079 0 436.026
9 76786.1 0 283.049
11 53709.7 0 235.42
13 49996.2 0 226.988
15 49236.3 0 225.018
17 48843.5 0 225.269
19 43404.5 0 211.145
21 24451.6 0 157.716
23 15609.9 0 125.321
25 12809.7 0 113.668
27 11699.6 0 108.713
29 11780.7 0 109.113
31 11022.1 0 105.544
33 8232.81 0 91.2002
35 5735.15 0 76.2252
37 3768.89 0 61.5868
39 3392.28 0 58.3663
41 3162.42 0 56.4089
43 3116.52 0 55.9743
45 2909.53 0 54.0752
47 2400.06 0 49.1448
49 1420.22 0 37.7953
51 1272.49 0 35.7633
53 961.476 0 31.0639
55 874.302 0 29.6246
57 842.687 0 29.0928
