# x y ex ey
1 12860.2 0 114.022
3 12638 0 113.038
5 12740 0 113.461
7 5640.57 0 75.382
9 2677.34 0 51.9017
11 2512.88 0 50.2777
13 2389.76 0 49.0265
15 2418.96 0 49.3255
17 2164.02 0 46.9
19 1730.43 0 41.8216
21 755.504 0 27.5504
23 599.242 0 24.5253
25 541.005 0 23.3244
27 560.027 0 23.7078
29 517.764 0 22.8154
31 433.988 0 20.8803
33 207.737 0 14.4387
35 180.843 0 13.4792
37 159.71 0 12.6658
39 122.593 0 11.099
41 132.465 0 11.5296
43 126.508 0 11.2703
45 72.2514 0 8.51491
47 68.8385 0 8.3479
49 41.0961 0 6.41813
51 50.2101 0 7.10078
53 31.1364 0 5.59226
