# x y ex ey
1 35646 0 190.943
3 35920.6 0 191.67
5 35349 0 190.161
7 36198.6 0 192.423
9 35715.2 0 191.072
11 35921.2 0 191.632
13 26760.6 0 165.038
15 13377.3 0 116.092
17 13027.1 0 114.799
19 12926.4 0 114.317
21 12955.2 0 114.451
23 13087.9 0 114.974
25 13025.1 0 114.755
27 12809 0 113.805
29 8451.75 0 92.3482
31 5815.51 0 76.573
33 5865.47 0 76.8784
35 5981.53 0 77.6495
37 5932.15 0 77.2955
39 5922.3 0 77.2789
41 5786.97 0 76.3097
43 5948.78 0 77.44
45 5663.49 0 75.5199
47 4372.26 0 66.3607
49 3114.18 0 55.9505
51 2966.93 0 54.6349
53 3029.18 0 55.1125
55 2957.84 0 54.523
57 2979.29 0 54.7882
