# x y ex ey
1 10924.2 0 105.104
3 10824.7 0 104.573
5 6046.62 0 78.0681
7 3661.65 0 60.6746
9 3598.25 0 60.1214
11 3582.31 0 60.0649
13 3635.93 0 60.498
15 3558.64 0 59.8197
17 2421.23 0 49.3512
19 1550.26 0 39.5685
21 1484.36 0 38.6102
23 1566.78 0 39.6684
25 1497.19 0 38.7868
27 1475.18 0 38.5282
29 1427.68 0 37.8868
31 897.693 0 29.9065
33 662.707 0 25.8743
35 709.521 0 26.8174
37 721.07 0 26.9289
39 722.823 0 26.938
41 672.228 0 25.9898
43 679.614 0 26.139
45 385.917 0 19.6937
47 341.514 0 18.5212
49 311.275 0 17.7654
51 310.85 0 17.6837
53 344.847 0 18.62
55 325.54 0 18.0856
57 273.887 0 16.6375
