# x y ex ey
1 2.51469e+06 0 2387.27
3 2.49883e+06 0 3565.43
5 2.38767e+06 0 2442.29
7 1.14209e+06 0 1339.96
9 629539 0 911.443
11 581277 0 867.914
13 573413 0 861.24
15 559218 0 847.554
17 447748 0 743.106
19 223668 0 499.746
21 216698 0 490.95
23 172688 0 433.562
25 154606 0 408.945
27 148568 0 400.545
29 145967 0 397.253
31 124887 0 365.02
33 63320.8 0 256.32
35 49905.4 0 226.742
37 47331.9 0 220.521
39 44527.6 0 213.885
41 41827.2 0 207.182
43 37594.5 0 196.145
45 33045.1 0 183.482
47 21452.5 0 147.58
49 15124.3 0 123.766
51 13718.3 0 117.85
