# x y ex ey
1 1.9339e+06 0 3470.05
3 1.89567e+06 0 2602.73
5 1.88792e+06 0 1914.13
7 1.75565e+06 0 1818.1
9 1.68348e+06 0 1764.87
11 924860 0 1164.4
13 734810 0 1004.43
15 698450 0 972.831
17 677228 0 953.477
19 659641 0 938.739
21 648591 0 928.525
23 601899 0 887.198
25 369080 0 662.753
27 311794 0 601.897
29 298899 0 587.522
31 290416 0 578.204
33 284249 0 571.056
35 277664 0 563.647
37 262930 0 546.486
39 207595 0 480.009
41 195532 0 462.866
43 154385 0 408.674
45 144626 0 394.426
47 140160 0 387.666
49 136918 0 383.416
51 134344 0 379.43
53 130446 0 373.524
55 118608 0 355.566
