# x y ex ey
1 2.15232e+06 0 5569.12
3 2.07925e+06 0 2444.63
5 1.84383e+06 0 1884.36
7 1.57474e+06 0 1681.45
9 1.08372e+06 0 1293.28
11 906090 0 1149.35
13 866172 0 1116
15 847663 0 1102.71
17 819318 0 1075.99
19 764311 0 1028.9
21 635597 0 918.763
23 547813 0 837.124
25 462576 0 755.997
27 458129 0 752.062
29 429160 0 723.557
31 419332 0 712.312
33 405572 0 701.05
35 392781 0 687.963
37 363935 0 656.93
39 339816 0 630.733
41 277306 0 563.296
43 240881 0 520.81
45 227359 0 504.245
47 223994 0 500.173
49 215782 0 489.835
51 209823 0 483.469
53 196211 0 465.17
55 184401 0 449.785
57 157505 0 412.446
