# x y ex ey
1 123084 0 362.389
3 130923 0 374.364
5 106824 0 336.189
7 88836.7 0 304.285
9 75740.8 0 281.219
11 47191.6 0 220.164
13 28539.5 0 170.571
15 26914 0 165.465
17 27375.1 0 167.145
19 27336.1 0 166.835
21 29125.9 0 172.349
23 26630.8 0 164.683
25 21728.8 0 148.622
27 21363.2 0 147.224
29 11709.6 0 108.437
31 9543.96 0 97.9241
33 9575.37 0 98.2722
35 9680.63 0 98.8643
37 9525.23 0 97.9228
39 9197.38 0 96.0722
41 9158.69 0 96.3432
43 8385.77 0 91.924
45 5449.65 0 74.1261
47 4258.95 0 65.5068
49 4074.87 0 64.0462
51 4003.81 0 63.5365
53 3897.93 0 62.6988
55 3989.73 0 63.369
57 3861.77 0 62.2785
