# x y ex ey
1 69139.6 0 268.16
3 69623.4 0 269.059
5 69262.9 0 268.352
7 55983.4 0 240.472
9 24287.2 0 157.219
11 22661.1 0 151.702
13 22753 0 152.052
15 22195.7 0 150.204
17 22534.2 0 151.506
19 21975.3 0 149.842
21 13312.6 0 116.065
23 9591.37 0 98.4002
25 9693.87 0 98.9119
27 9637.06 0 98.6253
29 9626.74 0 98.6179
31 9230.74 0 96.5737
33 6902.47 0 83.4109
35 5153.2 0 72.0393
37 4615.49 0 68.3795
39 4751.5 0 69.1534
41 4484.65 0 67.0173
43 4468.03 0 67.0162
45 4423.41 0 66.7006
47 3354.66 0 58.1248
49 2423.75 0 49.3718
51 2317.39 0 48.3
53 2306.64 0 48.0862
55 2338.16 0 48.4912
57 2268.08 0 47.7729
