# x y ex ey
1 2.63209e+06 0 2697.73
3 2.62488e+06 0 3153.68
5 2.60917e+06 0 2684.72
7 2.42383e+06 0 2316.71
9 1.4208e+06 0 1561.58
11 907694 0 1150.27
13 735878 0 1004.48
15 676866 0 953.696
17 639069 0 920.405
19 627859 0 914.695
21 593372 0 880.081
23 498266 0 792.651
25 300796 0 589.93
27 235342 0 514.072
29 204653 0 477.73
31 189853 0 456.486
33 179131 0 442.936
35 175900 0 438.372
37 162008 0 419.468
39 132413 0 376.368
41 89706.6 0 306.903
43 75670 0 280.577
45 63917.6 0 257.496
47 58768.1 0 246.547
49 54886.4 0 237.503
51 53921.3 0 235.883
53 50197.5 0 227.914
55 43847.2 0 212.122
57 32597.6 0 182.375
