# x y ex ey
1 210539 0 483.747
3 211653 0 484.873
5 195238 0 464.007
7 73150.5 0 276.053
9 44518.2 0 213.862
11 40830.2 0 204.532
13 38864.8 0 199.535
15 38815.7 0 199.406
17 36022.1 0 191.906
19 21180 0 146.653
21 11887.9 0 109.651
23 9619.86 0 98.5267
25 8963.28 0 95.0747
27 8717.49 0 93.7853
29 8528.54 0 92.7399
31 6991.77 0 83.9161
33 3798.57 0 61.8739
35 2715.13 0 52.243
37 2331.73 0 48.3996
39 2189.28 0 46.9324
41 2206.37 0 47.0936
43 2121.55 0 46.1642
45 1661.48 0 40.8779
47 980.114 0 31.6826
49 750.016 0 27.4417
51 650.448 0 25.5915
53 614.998 0 24.8598
55 619.821 0 24.8525
57 546.478 0 23.43
