# x y ex ey
1 228342 0 505.861
3 228271 0 505.722
5 228768 0 506.277
7 228368 0 505.581
9 228299 0 506.775
11 167403 0 426.882
13 81245.3 0 291.434
15 78959.6 0 287.31
17 78583.3 0 286.275
19 78191.6 0 285.607
21 77559.6 0 284.042
23 78529.5 0 286.32
25 77452.6 0 284.32
27 77514.6 0 284.35
29 77071.5 0 283.434
31 70558.9 0 270.894
33 39668.2 0 201.606
35 37954.7 0 197.131
37 33504.9 0 184.898
39 33168.8 0 184.01
41 33096.5 0 183.816
43 32744.6 0 182.876
45 32282 0 181.531
47 32207.2 0 181.504
49 31195.2 0 178.383
51 31115.2 0 178.206
53 23564.5 0 154.715
55 16980.5 0 131.195
57 15809.3 0 126.527
