# x y ex ey
1 236494 0 565.988
3 234002 0 512.558
5 233780 0 510.532
7 233287 0 511.614
9 232868 0 511.105
11 221407 0 496.884
13 130766 0 373.339
15 84690.6 0 297.642
17 82175.1 0 293.223
19 81390.1 0 291.824
21 80670.5 0 290.257
23 80428.9 0 290.044
25 80112 0 289.763
27 79862.6 0 288.833
29 79183.7 0 287.57
31 67704.8 0 265.38
33 40601.6 0 203.99
35 35400.3 0 189.872
37 35247.8 0 189.952
39 34739.8 0 189.445
41 34800 0 188.546
43 34607.5 0 188.131
45 34759.5 0 188.106
47 34545.3 0 187.882
49 34095.7 0 186.644
51 30267.3 0 175.661
53 21852.8 0 149.435
55 17607.5 0 133.547
57 17162.6 0 132.243
