# x y ex ey
1 14054.6 0 119.265
3 13962.8 0 118.799
5 14048.3 0 119.208
7 13890.6 0 118.979
9 14052.1 0 119.248
11 14100.7 0 118.888
13 12959.6 0 114.476
15 8537 0 92.8099
17 4775.51 0 69.3854
19 4758.96 0 69.2327
21 4723.66 0 68.9678
23 4770.04 0 69.3206
25 4730.66 0 69.0332
27 4739.85 0 69.079
29 4637.41 0 68.8707
31 4683.95 0 68.7332
33 3989.73 0 63.369
35 3739.03 0 61.3451
37 2260.91 0 47.4851
39 2003.56 0 44.8909
41 2001.57 0 44.8801
43 2082.67 0 45.7648
45 2041.02 0 45.3114
47 2034.56 0 45.2349
49 2164.44 0 46.6578
51 2071.81 0 45.6475
53 1982.4 0 44.6415
55 1912.6 0 44.0407
57 1507.17 0 38.928
