# x y ex ey
1 1.4601e+06 0 1593.08
3 1.42815e+06 0 1567.14
5 589306 0 875.426
7 324429 0 615.33
9 327525 0 618.957
11 295393 0 583.89
13 286218 0 573.898
15 264441 0 549.452
17 149840 0 402.209
19 84604 0 297.56
21 70569.6 0 270.971
23 68351.7 0 266.371
25 64308.4 0 258.134
27 45579.1 0 216.384
29 22410 0 150.951
31 19114.4 0 139.354
33 18192.8 0 135.873
35 17551.9 0 133.348
37 14122.8 0 119.513
39 8603.22 0 93.1181
41 8507.48 0 92.6534
43 6286.01 0 79.6976
45 5159.96 0 72.1126
47 4930.07 0 70.4368
49 4717.24 0 68.9918
51 4126.87 0 64.6008
53 2247.4 0 47.5275
55 1666.31 0 40.9227
