# x y ex ey
1 1.31986e+06 0 1483.33
3 1.32414e+06 0 1482.88
5 1.30811e+06 0 1474.39
7 865346 0 1113.02
9 314748 0 604.848
11 270294 0 554.787
13 257130 0 541.628
15 252749 0 534.649
17 231284 0 508.399
19 83252 0 295.138
21 66225.6 0 262.169
23 61899.3 0 253.17
25 59339.9 0 247.918
27 57805.6 0 243.674
29 53953.8 0 236.041
31 33488.3 0 184.928
33 19913.1 0 142.411
35 15957.4 0 126.862
37 15299 0 124.439
39 14903.6 0 122.727
41 13445 0 116.644
43 7648.95 0 87.6012
45 5331.93 0 73.2812
47 4555.99 0 67.7438
49 4170.4 0 64.8075
51 3850.61 0 62.1309
53 3648.92 0 60.5968
55 3022.57 0 55.1201
57 1656.46 0 40.4617
