# x y ex ey
1 1.17596e+06 0 1369.59
3 1.16736e+06 0 1362.72
5 837894 0 1088.41
7 265750 0 550.232
9 242522 0 522.718
11 226455 0 503.165
13 222098 0 498.172
15 171884 0 432.894
17 73411.6 0 276.549
19 55072 0 238.111
21 52863.4 0 235.013
23 50732.1 0 227.723
25 51698.2 0 230.761
27 46505.6 0 218.543
29 27972.8 0 168.759
31 15899.4 0 126.851
33 13825.1 0 118.293
35 13293.8 0 115.94
37 12618.6 0 112.887
39 8112.52 0 90.4636
41 6236.98 0 79.2545
43 3967.14 0 63.1857
45 3780.08 0 61.5644
47 3460.76 0 59.2124
49 3269.92 0 57.3582
51 2069.65 0 45.633
53 1339.19 0 36.6798
55 1061.87 0 32.6613
