# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 0 0 0
50 1.00542 0 1.00542
50.5 80.3126 0 8.97923
51 406.439 0 20.2211
51.5 5580.52 0 75.0094
52 29279.2 0 172.781
52.5 50172.5 0 227.293
53 59010.7 0 246.993
53.5 66641.9 0 262.978
54 74804.3 0 279.167
54.5 82886.3 0 294.403
55 91181.4 0 309.668
55.5 99275.7 0 323.562
56 108352 0 337.237
56.5 117750 0 353.604
57 125887 0 366.716
57.5 136318 0 382.62
58 145251 0 395.518
58.5 156598 0 412.057
59 166795 0 426.135
59.5 177793 0 440.916
60 189579 0 456.903
