# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 0 0 0
50 1.00449 0 1.00449
50.5 34.1567 0 5.85782
51 777.33 0 27.9586
51.5 5608.39 0 75.2009
52 16208.4 0 128.127
52.5 20776.4 0 145.204
53 23939.6 0 156.069
53.5 27313.6 0 166.723
54 30530.2 0 176.434
54.5 33826 0 185.902
55 36884.4 0 194.26
55.5 40879.8 0 204.701
56 43891 0 212.361
56.5 47813.1 0 221.699
57 51194.1 0 229.381
57.5 55086.5 0 238.584
58 59340.4 0 247.74
58.5 63181.3 0 255.963
59 67943.5 0 265.713
59.5 71750 0 273.193
60 76983.3 0 283.426
