# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 0 0 0
50 65.3207 0 8.10203
50.5 3601.74 0 60.2218
51 16728.1 0 130.141
51.5 24083.6 0 156.446
52 29092.8 0 172.249
52.5 33840 0 185.579
53 39257.6 0 200.54
53.5 43956.6 0 212.403
54 49319.9 0 225.318
54.5 54976.4 0 238.143
55 60331.3 0 249.68
55.5 65610.3 0 260.856
56 71947.3 0 274.6
56.5 78245.9 0 285.857
57 84424.7 0 297.263
57.5 91123.2 0 308.929
58 97832.8 0 320.812
58.5 104675 0 332.483
59 113378 0 346.726
59.5 119661 0 357.118
60 128317 0 370.431
