# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 0 0 0
50 14.0586 0 3.75731
50.5 258.925 0 16.12
51 4270.06 0 65.5924
51.5 12046.9 0 110.392
52 15215.6 0 124.065
52.5 17948.4 0 134.901
53 20394 0 143.848
53.5 23167.7 0 153.503
54 26219.3 0 163.456
54.5 29471.5 0 173.401
55 32352.8 0 181.78
55.5 35742.3 0 191.828
56 38577.9 0 198.763
56.5 42473.1 0 208.82
57 46300.2 0 218.218
57.5 51034.4 0 229.19
58 54612.1 0 237.502
58.5 60322.7 0 249.97
59 65540.1 0 260.859
59.5 69634.7 0 267.762
60 75232.2 0 280.022
