# x y ex ey
1 40163.4 0 202.812
3 40959.6 0 204.265
5 40558.8 0 203.733
7 40347.5 0 203.338
9 39362.2 0 200.791
11 39221.5 0 200.373
13 38859.5 0 199.521
15 39042.8 0 199.938
17 38896.7 0 199.886
19 39913.6 0 202.012
21 39013.2 0 199.902
23 39426.9 0 200.969
25 40145.9 0 202.84
27 28529.7 0 170.577
29 8542.62 0 92.7834
31 3210.73 0 56.8739
33 2929.75 0 54.3385
35 2918.06 0 54.1963
37 2958.66 0 54.5474
39 3097.88 0 55.838
41 3005.5 0 55.2142
43 2991.81 0 54.861
45 2928.05 0 54.2417
47 3088.43 0 55.7584
49 3024.51 0 55.1463
51 2852.24 0 53.578
53 2913.15 0 54.1144
55 2825.3 0 53.3075
57 2996.09 0 54.8749
