# x y ex ey
48 0 0 0
48.5 0 0 0
49 2.01042 0 1.42158
49.5 2.0096 0 1.421
50 3.01347 0 1.73983
50.5 76.8658 0 8.81711
51 2060.72 0 45.3921
51.5 12809.4 0 113.795
52 20879.1 0 145.514
52.5 25056.4 0 159.711
53 28901.5 0 171.665
53.5 33052.6 0 183.682
54 36991.5 0 194.627
54.5 41859.3 0 207.029
55 45916.8 0 217.191
55.5 50711.8 0 228.694
56 55436 0 239.175
56.5 60188.4 0 249.568
57 64961.9 0 259.63
57.5 70399.5 0 270.605
58 75306.7 0 280.195
58.5 81155 0 291.326
59 88228.5 0 304.178
59.5 93518.9 0 313.497
60 100178 0 325.167
