# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 0 0 0
50 3.01254 0 1.73929
50.5 56.2239 0 7.51324
51 1210.13 0 34.8897
51.5 7868.04 0 89.0709
52 13481 0 117.115
52.5 16453.6 0 129.18
53 19273.5 0 139.615
53.5 22069.3 0 149.74
54 24743.1 0 158.714
54.5 28130 0 169.222
55 31151.2 0 178.228
55.5 34608 0 188.123
56 38243.3 0 197.852
56.5 41385.8 0 205.894
57 45269.8 0 215.644
57.5 48588 0 223.611
58 52799.7 0 233.353
58.5 57101 0 242.888
59 61669.1 0 252.516
59.5 66391.4 0 262.036
60 71275.3 0 272.355
