# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 0 0 0
50 1.00407 0 1.00407
50.5 25.1099 0 5.02198
51 172.769 0 13.1735
51.5 2325.6 0 48.3557
52 18485.4 0 136.936
52.5 31906.8 0 180.466
53 38035.3 0 197.445
53.5 43596.8 0 211.568
54 49272 0 225.264
54.5 52670.3 0 233.095
55 59169.7 0 247.399
55.5 65358.9 0 260.487
56 70956.4 0 271.752
56.5 77797.5 0 285.638
57 84813.1 0 298.019
57.5 92229.5 0 311.297
58 102998 0 329.729
58.5 110833 0 342.818
59 119606 0 356.996
59.5 128136 0 370.04
60 136725 0 382.951
