# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 0 0 0
50 1.00418 0 1.00418
50.5 32.164 0 5.68584
51 153.509 0 12.4105
51.5 1678.59 0 41.0881
52 10925.7 0 105.035
52.5 19688 0 141.319
53 22562.6 0 151.893
53.5 25491 0 161.116
54 28738.5 0 171.138
54.5 31948.3 0 180.632
55 34550.3 0 187.973
55.5 37953.1 0 197.482
56 40716.6 0 204.4
56.5 44122.2 0 212.833
57 47245.7 0 220.315
57.5 51125.2 0 229.517
58 54899.8 0 238.07
58.5 58765.9 0 246.631
59 62350 0 254.261
59.5 67297.3 0 264.473
60 70667.6 0 271.151
