# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 0 0 0
50 16.0819 0 4.02046
50.5 132.492 0 11.532
51 4871.54 0 70.0524
51.5 19509.8 0 140.679
52 25248 0 160.238
52.5 29348.1 0 172.837
53 33644.4 0 185.423
53.5 37914 0 196.972
54 42191.1 0 207.972
54.5 45725.4 0 216.839
55 50513.7 0 228.142
55.5 54494.6 0 237.558
56 59821.9 0 248.76
56.5 63683.3 0 256.85
57 68922.3 0 267.642
57.5 73089.8 0 275.92
58 78609 0 286.397
58.5 84242.2 0 298.018
59 90859.7 0 308.875
59.5 95574.4 0 317.21
60 101304 0 327.093
