# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 1.00397 0 1.00397
50 4.01672 0 2.00836
50.5 90.4545 0 9.53474
51 1798.27 0 42.5158
51.5 11921.7 0 109.734
52 21973.2 0 149.357
52.5 26936.8 0 165.562
53 30220.2 0 175.604
53.5 33664.3 0 185.507
54 37723 0 196.426
54.5 41869.6 0 207.204
55 46509.9 0 218.486
55.5 50992.1 0 229.211
56 55345.5 0 239.11
56.5 59411.9 0 247.868
57 64834.5 0 259.46
57.5 69152.6 0 268.09
58 73742.7 0 277.222
58.5 79774.2 0 288.503
59 84551.7 0 297.664
59.5 90075.9 0 307.514
60 95597.9 0 317.791
