# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 0 0 0
50 17.0852 0 4.14377
50.5 314.907 0 17.7996
51 5533.44 0 74.6876
51.5 15481.4 0 125.217
52 20822.5 0 145.367
52.5 24430.3 0 157.703
53 28466 0 170.147
53.5 32223.6 0 181.318
54 36763.1 0 194.015
54.5 41039.8 0 205.11
55 45248.7 0 215.592
55.5 50097.6 0 227.224
56 54340.2 0 236.858
56.5 60017.8 0 249.23
57 65103.9 0 259.909
57.5 70455.7 0 270.619
58 76080.5 0 281.741
58.5 82403.5 0 293.586
59 88329.6 0 303.1
59.5 94235.6 0 314.847
60 100987 0 326.64
