# x y ex ey
1 29505 0 173.367
3 29550 0 172.73
5 29654.7 0 173.947
7 29622.7 0 173.825
9 29373.5 0 173.519
11 27919.2 0 168.301
13 7498.79 0 86.9254
15 1724.06 0 41.6072
17 1554.28 0 39.4916
19 1408.42 0 37.6282
21 1387.44 0 37.3486
23 1455.11 0 38.2394
25 1366.03 0 37.0553
27 1257.5 0 35.5391
29 534.954 0 23.303
31 154.783 0 12.4727
33 101.804 0 10.1299
35 95.5193 0 9.80007
37 86.4964 0 9.32715
39 103.585 0 10.2065
41 86.443 0 9.32139
43 80.3457 0 8.98292
45 65.2468 0 8.09287
47 26.1251 0 5.12355
49 9.07215 0 3.02405
51 8.04338 0 2.84376
53 10.0418 0 3.1755
55 5.07359 0 2.26898
