# timestamp , source voltage , measured current , status , source status 
1688594845.344137 -3.410000e+01 -2.627454e-10 264 128 
1688594845.405982 -3.410000e+01 -2.842160e-10 8 128 
1688594845.467835 -3.410000e+01 -2.657648e-10 8 128 
1688594845.529678 -3.410000e+01 -2.635584e-10 8 128 
1688594845.591517 -3.410000e+01 -2.467734e-10 8 128 
1688594845.653371 -3.410000e+01 -3.058202e-10 8 128 
1688594845.715217 -3.410000e+01 -2.622521e-10 8 128 
1688594845.777076 -3.410000e+01 -2.526664e-10 8 128 
1688594845.838923 -3.410000e+01 -2.518362e-10 8 128 
1688594846.863222 -3.430000e+01 -2.632739e-10 264 128 
1688594846.925077 -3.430000e+01 -3.042874e-10 8 128 
1688594846.986925 -3.430000e+01 -2.475572e-10 8 128 
1688594847.048784 -3.430000e+01 -2.703571e-10 8 128 
1688594847.110626 -3.430000e+01 -2.871597e-10 8 128 
1688594847.172467 -3.430000e+01 -2.647428e-10 8 128 
1688594847.234322 -3.430000e+01 -2.701424e-10 8 128 
1688594847.296174 -3.430000e+01 -2.478068e-10 8 128 
1688594847.358018 -3.430000e+01 -3.050420e-10 8 128 
1688594848.382321 -3.450000e+01 -2.734694e-10 264 128 
1688594848.444181 -3.450000e+01 -2.303542e-10 8 128 
1688594848.506033 -3.450000e+01 -2.862773e-10 8 128 
1688594848.567889 -3.450000e+01 -2.777309e-10 8 128 
1688594848.629747 -3.450000e+01 -2.910902e-10 8 128 
1688594848.691596 -3.450000e+01 -2.385984e-10 8 128 
1688594848.753452 -3.450000e+01 -2.731962e-10 8 128 
1688594848.815309 -3.450000e+01 -2.880941e-10 8 128 
1688594848.877152 -3.450000e+01 -2.501582e-10 8 128 
1688594849.901446 -3.470000e+01 -2.559234e-10 264 128 
1688594849.963291 -3.470000e+01 -2.604463e-10 8 128 
1688594850.025142 -3.470000e+01 -2.958973e-10 8 128 
1688594850.086993 -3.470000e+01 -2.624610e-10 8 128 
1688594850.148833 -3.470000e+01 -2.274743e-10 8 128 
1688594850.210691 -3.470000e+01 -2.956190e-10 8 128 
1688594850.272530 -3.470000e+01 -2.854354e-10 8 128 
1688594850.334381 -3.470000e+01 -2.757799e-10 8 128 
1688594850.396230 -3.470000e+01 -2.489680e-10 8 128 
1688594851.420521 -3.490000e+01 -2.621533e-10 264 128 
1688594851.482380 -3.490000e+01 -3.177683e-10 8 128 
1688594851.544234 -3.490000e+01 -2.612476e-10 8 128 
1688594851.606072 -3.490000e+01 -2.661537e-10 8 128 
1688594851.667918 -3.490000e+01 -2.829098e-10 8 128 
1688594851.729765 -3.490000e+01 -2.874790e-10 8 128 
1688594851.791609 -3.490000e+01 -2.631985e-10 8 128 
1688594851.853467 -3.490000e+01 -2.332511e-10 8 128 
1688594851.915319 -3.490000e+01 -2.966989e-10 8 128 
1688594852.939632 -3.510000e+01 -2.785722e-10 264 128 
1688594853.001486 -3.510000e+01 -2.356954e-10 8 128 
1688594853.063334 -3.510000e+01 -2.682437e-10 8 128 
1688594853.125191 -3.510000e+01 -2.732368e-10 8 128 
1688594853.187049 -3.510000e+01 -3.195279e-10 8 128 
1688594853.814324 -3.510000e+01 -2.343343e-10 8 128 
1688594854.091225 -3.510000e+01 -2.867880e-10 8 128 
1688594854.153068 -3.510000e+01 -2.841172e-10 8 128 
1688594854.214925 -3.510000e+01 -2.862655e-10 8 128 
1688594855.239239 -3.530000e+01 -2.715473e-10 264 128 
1688594855.301080 -3.530000e+01 -2.468430e-10 8 128 
1688594855.362937 -3.530000e+01 -3.282369e-10 8 128 
1688594855.424790 -3.530000e+01 -2.760238e-10 8 128 
1688594855.486647 -3.530000e+01 -2.866602e-10 8 128 
1688594855.548492 -3.530000e+01 -2.696024e-10 8 128 
1688594855.610353 -3.530000e+01 -2.883442e-10 8 128 
1688594855.672197 -3.530000e+01 -2.814119e-10 8 128 
1688594855.734043 -3.530000e+01 -2.323803e-10 8 128 
1688594856.758341 -3.550000e+01 -2.684180e-10 264 128 
1688594856.820186 -3.550000e+01 -3.021449e-10 8 128 
1688594856.882031 -3.550000e+01 -2.796990e-10 8 128 
1688594856.943886 -3.550000e+01 -2.657008e-10 8 128 
1688594857.005726 -3.550000e+01 -2.438761e-10 8 128 
1688594857.067573 -3.550000e+01 -3.111906e-10 8 128 
1688594857.129430 -3.550000e+01 -2.704619e-10 8 128 
1688594857.191286 -3.550000e+01 -2.658694e-10 8 128 
1688594857.253153 -3.550000e+01 -2.734286e-10 8 128 
1688594858.277439 -3.570000e+01 -2.812783e-10 264 128 
1688594858.339279 -3.570000e+01 -2.750427e-10 8 128 
1688594858.401124 -3.570000e+01 -2.442421e-10 8 128 
1688594858.462976 -3.570000e+01 -2.891744e-10 8 128 
1688594858.524818 -3.570000e+01 -3.079974e-10 8 128 
1688594858.586676 -3.570000e+01 -2.645512e-10 8 128 
1688594858.648537 -3.570000e+01 -2.750019e-10 8 128 
1688594858.710373 -3.570000e+01 -3.002638e-10 8 128 
1688594858.772218 -3.570000e+01 -3.125376e-10 8 128 
1688594859.796510 -3.590000e+01 -2.640113e-10 264 128 
1688594859.858351 -3.590000e+01 -2.498330e-10 8 128 
1688594859.920204 -3.590000e+01 -2.937960e-10 8 128 
1688594859.982045 -3.590000e+01 -2.944346e-10 8 128 
1688594860.043894 -3.590000e+01 -2.639010e-10 8 128 
1688594860.105751 -3.590000e+01 -2.524341e-10 8 128 
1688594860.167590 -3.590000e+01 -2.736956e-10 8 128 
1688594860.229442 -3.590000e+01 -2.759658e-10 8 128 
1688594860.291279 -3.590000e+01 -2.408105e-10 8 128 
1688594861.315550 -3.610000e+01 -2.730801e-10 264 128 
1688594861.377391 -3.610000e+01 -2.885589e-10 8 128 
1688594861.439243 -3.610000e+01 -2.802504e-10 8 128 
1688594861.501089 -3.610000e+01 -2.633610e-10 8 128 
1688594861.562928 -3.610000e+01 -2.617295e-10 8 128 
1688594861.624770 -3.610000e+01 -3.213569e-10 8 128 
1688594861.686622 -3.610000e+01 -2.788166e-10 8 128 
1688594861.748463 -3.610000e+01 -2.528928e-10 8 128 
1688594861.810314 -3.610000e+01 -2.669142e-10 8 128 
1688594862.834599 -3.630000e+01 -2.783809e-10 264 128 
1688594862.896454 -3.630000e+01 -3.071670e-10 8 128 
1688594862.958310 -3.630000e+01 -2.686618e-10 8 128 
1688594863.020166 -3.630000e+01 -2.778004e-10 8 128 
1688594863.082019 -3.630000e+01 -2.714310e-10 8 128 
1688594863.143866 -3.630000e+01 -2.637383e-10 8 128 
1688594863.205721 -3.630000e+01 -2.774926e-10 8 128 
1688594863.267579 -3.630000e+01 -2.852961e-10 8 128 
1688594863.329436 -3.630000e+01 -3.165265e-10 8 128 
1688594864.353727 -3.650000e+01 -2.903763e-10 264 128 
1688594864.415586 -3.650000e+01 -2.391733e-10 8 128 
1688594864.477440 -3.650000e+01 -2.745432e-10 8 128 
1688594864.539291 -3.650000e+01 -2.907709e-10 8 128 
1688594864.601131 -3.650000e+01 -2.795421e-10 8 128 
1688594864.662975 -3.650000e+01 -2.516560e-10 8 128 
1688594864.724830 -3.650000e+01 -2.699044e-10 8 128 
1688594864.786682 -3.650000e+01 -2.758088e-10 8 128 
1688594864.848528 -3.650000e+01 -2.562079e-10 8 128 
1688594865.872817 -3.670000e+01 -2.857316e-10 264 128 
1688594865.934664 -3.670000e+01 -2.844775e-10 8 128 
1688594865.996516 -3.670000e+01 -2.938134e-10 8 128 
1688594866.058366 -3.670000e+01 -2.861670e-10 8 128 
1688594866.120212 -3.670000e+01 -2.621825e-10 8 128 
1688594866.182062 -3.670000e+01 -3.187845e-10 8 128 
1688594866.243919 -3.670000e+01 -2.940105e-10 8 128 
1688594866.305772 -3.670000e+01 -2.951835e-10 8 128 
1688594866.367610 -3.670000e+01 -2.691090e-10 8 128 
1688594867.391911 -3.690000e+01 -3.341065e-10 264 128 
1688594867.453767 -3.690000e+01 -3.741969e-10 8 128 
1688594867.515629 -3.690000e+01 -3.463748e-10 8 128 
1688594867.577475 -3.690000e+01 -3.898614e-10 8 128 
1688594867.639316 -3.690000e+01 -3.480878e-10 8 128 
1688594867.701155 -3.690000e+01 -3.612263e-10 8 128 
1688594867.763005 -3.690000e+01 -3.365861e-10 8 128 
1688594867.824861 -3.690000e+01 -3.335377e-10 8 128 
1688594867.886717 -3.690000e+01 -3.787663e-10 8 128 
1688594868.911008 -3.710000e+01 -4.586567e-10 264 128 
1688594868.972868 -3.710000e+01 -4.235131e-10 8 128 
1688594869.034720 -3.710000e+01 -4.260154e-10 8 128 
1688594869.096565 -3.710000e+01 -5.163798e-10 8 128 
1688594869.158425 -3.710000e+01 -5.007962e-10 8 128 
1688594869.220282 -3.710000e+01 -4.516719e-10 8 128 
1688594869.282134 -3.710000e+01 -4.750294e-10 8 128 
1688594869.343989 -3.710000e+01 -4.233330e-10 8 128 
1688594869.405847 -3.710000e+01 -5.097199e-10 8 128 
1688594870.430139 -3.730000e+01 -6.055715e-10 264 128 
1688594870.491980 -3.730000e+01 -6.318435e-10 8 128 
1688594870.553823 -3.730000e+01 -7.005166e-10 8 128 
1688594870.615678 -3.730000e+01 -6.656634e-10 8 128 
1688594870.677530 -3.730000e+01 -6.207310e-10 8 128 
1688594870.739386 -3.730000e+01 -6.761081e-10 8 128 
1688594870.801246 -3.730000e+01 -6.078987e-10 8 128 
1688594870.863090 -3.730000e+01 -6.498238e-10 8 128 
1688594870.924941 -3.730000e+01 -6.668011e-10 8 128 
1688594871.949234 -3.750000e+01 -9.455462e-10 264 128 
1688594872.011078 -3.750000e+01 -9.023730e-10 8 128 
1688594872.072919 -3.750000e+01 -9.306651e-10 8 128 
1688594872.134780 -3.750000e+01 -9.096064e-10 8 128 
1688594872.196630 -3.750000e+01 -1.008517e-09 8 128 
1688594872.258484 -3.750000e+01 -1.102383e-09 8 128 
1688594872.320337 -3.750000e+01 -1.032589e-09 8 128 
1688594872.382188 -3.750000e+01 -1.033837e-09 8 128 
1688594872.444027 -3.750000e+01 -9.513405e-10 8 128 
1688594873.468334 -3.770000e+01 -1.319514e-09 264 128 
1688594873.530188 -3.770000e+01 -1.304047e-09 8 128 
1688594873.592036 -3.770000e+01 -1.145138e-09 8 128 
1688594873.653874 -3.770000e+01 -1.235155e-09 8 128 
1688594873.715725 -3.770000e+01 -1.452983e-09 8 128 
1688594873.777584 -3.770000e+01 -1.183045e-09 8 128 
1688594873.839444 -3.770000e+01 -1.447670e-09 8 128 
1688594873.901294 -3.770000e+01 -1.213632e-09 8 128 
1688594873.963149 -3.770000e+01 -1.258681e-09 8 128 
1688594874.987439 -3.790000e+01 -1.598196e-09 264 128 
1688594875.049284 -3.790000e+01 -1.670944e-09 8 128 
1688594875.111137 -3.790000e+01 -1.921386e-09 8 128 
1688594875.172979 -3.790000e+01 -1.575890e-09 8 128 
1688594875.234829 -3.790000e+01 -1.715912e-09 8 128 
1688594875.296683 -3.790000e+01 -1.832386e-09 8 128 
1688594875.358538 -3.790000e+01 -1.697043e-09 8 128 
1688594875.420394 -3.790000e+01 -1.833937e-09 8 128 
1688594875.482250 -3.790000e+01 -1.764080e-09 8 128 
1688594876.506558 -3.810000e+01 -2.331879e-09 264 128 
1688594876.568405 -3.810000e+01 -2.099218e-09 8 128 
1688594876.630256 -3.810000e+01 -2.276515e-09 8 128 
1688594876.692094 -3.810000e+01 -2.106213e-09 8 128 
1688594876.753935 -3.810000e+01 -2.174747e-09 8 128 
1688594876.815794 -3.810000e+01 -2.201257e-09 8 128 
1688594876.877646 -3.810000e+01 -2.190365e-09 8 128 
1688594876.939499 -3.810000e+01 -2.291482e-09 8 128 
1688594877.001338 -3.810000e+01 -2.066117e-09 8 128 
1688594878.025639 -3.830000e+01 -2.769681e-09 264 128 
1688594878.087492 -3.830000e+01 -2.878396e-09 8 128 
1688594878.149350 -3.830000e+01 -2.725717e-09 8 128 
