# x y ex ey
1 4635.48 0 68.3688
3 4590.09 0 67.966
5 4596.91 0 68.0445
7 4605.04 0 68.0978
9 4496.42 0 67.2985
11 4546.15 0 67.6948
13 4543.48 0 67.64
15 4040.64 0 63.7925
17 713.022 0 26.7781
19 223.888 0 14.9926
21 232.231 0 15.2797
23 197.081 0 14.0772
25 214.001 0 14.6631
27 199.872 0 14.1685
29 203.932 0 14.3132
31 202.864 0 14.2735
33 171.729 0 13.1325
35 199.154 0 14.1533
37 74.3731 0 8.64569
39 40.2092 0 6.35764
41 14.0803 0 3.76312
43 12.0651 0 3.48289
45 13.0719 0 3.62548
47 6.0288 0 2.46125
49 10.046 0 3.17681
51 15.0721 0 3.89159
53 13.0719 0 3.62548
55 14.0528 0 3.75577
57 11.0053 0 3.31821
