# x y ex ey
1 1.91345e+06 0 3612.34
3 1.9066e+06 0 2836.89
5 1.8926e+06 0 1926.54
7 1.64476e+06 0 1732.06
9 1.51862e+06 0 1637.44
11 826390 0 1080.87
13 722761 0 993.963
15 690893 0 965.999
17 672008 0 948.042
19 658983 0 937.672
21 643342 0 925.271
23 547574 0 836.43
25 340641 0 632.745
27 309238 0 599.062
29 298625 0 587.066
31 288809 0 578.158
33 282595 0 569.479
35 276597 0 562.401
37 252128 0 533.207
39 185787 0 451.499
41 174435 0 436.508
43 150734 0 403.45
45 143792 0 393.474
47 138954 0 386.362
49 135937 0 381.933
51 133285 0 377.974
53 129097 0 371.145
55 113068 0 346.512
