# x y ex ey
1 84693.4 0 297.816
3 84568.5 0 297.419
5 56188.3 0 240.985
7 19983 0 142.369
9 17443 0 132.767
11 16280.7 0 128.342
13 16214.7 0 128.112
15 16315.3 0 128.288
17 10197.2 0 101.492
19 4779.08 0 69.4007
21 4115.06 0 64.3685
23 3943.75 0 63.0053
25 3842.25 0 62.1174
27 3757.42 0 61.4486
29 2256.69 0 47.66
31 1280.58 0 35.8917
33 1059.29 0 32.6283
35 985.229 0 31.5526
37 1032.35 0 32.2139
39 946.383 0 30.8348
41 778.657 0 27.9882
43 472.269 0 21.7841
45 294.328 0 17.1948
47 298.808 0 17.3386
49 315.946 0 17.8299
51 286.615 0 16.9776
53 263.862 0 16.2704
55 189.671 0 13.7965
