# x y ex ey
1 382964 0 677.149
3 379547 0 671.98
5 378764 0 671.899
7 376346 0 669.308
9 345971 0 638.335
11 203619 0 474.546
13 163014 0 420.671
15 161960 0 419.294
17 160032 0 416.582
19 159318 0 415.563
21 159597 0 416.274
23 154247 0 408.667
25 120304 0 357.928
27 89481.2 0 306.738
29 86167 0 300.703
31 85675.9 0 299.671
33 85746.5 0 299.491
35 84979.3 0 298.247
37 84154.2 0 296.143
39 78018.5 0 285.499
41 60994.6 0 251.283
43 52602 0 232.964
45 50819.8 0 228.649
47 51039.4 0 229.167
49 50718.9 0 228.475
51 50586.5 0 228.299
53 50261.1 0 227.451
55 46365.4 0 218.375
57 39611.1 0 202.219
