# x y ex ey
1 20373.1 0 143.848
3 19984.3 0 142.447
5 15811.1 0 126.521
7 5568.74 0 74.8376
9 3761.6 0 61.5335
11 3736.1 0 61.3052
13 3685.85 0 60.9253
15 3185.72 0 56.5729
17 970.806 0 31.2352
19 892.47 0 29.9325
21 911.485 0 30.2654
23 912.424 0 30.2965
25 837.088 0 29.0034
27 553.512 0 23.5804
29 317.083 0 17.8656
31 261.416 0 16.2123
33 241.106 0 15.5633
35 238.141 0 15.4689
37 196.507 0 14.1084
39 132.195 0 11.5499
41 72.4151 0 8.5342
43 77.3326 0 8.81287
45 63.3238 0 7.97805
47 53.2447 0 7.31372
49 40.2258 0 6.36026
51 40.1679 0 6.3511
53 26.0875 0 5.11618
55 27.1104 0 5.21739
