# x y ex ey
1 231767 0 509.849
3 230501 0 508.519
5 150853 0 403.766
7 54669.8 0 237.643
9 48273.8 0 222.881
11 45114 0 216.032
13 43871.5 0 212.215
15 43811 0 212.131
17 21938.3 0 149.168
19 12274.4 0 111.401
21 10570.1 0 103.281
23 10473.6 0 102.875
25 10502.9 0 102.935
27 10356.8 0 102.297
29 9278.11 0 96.5789
31 5215.67 0 72.4609
33 2981.25 0 54.7133
35 2795.95 0 53.0186
37 2771.18 0 52.8155
39 2613.54 0 51.2655
41 2525.39 0 50.3769
43 1640.65 0 40.5748
45 934.488 0 30.5447
47 828.704 0 28.8518
49 760.451 0 27.6391
51 748.469 0 27.4218
53 623.123 0 25.1063
55 470.065 0 21.7288
