# x y ex ey
1 2.60984e+06 0 3479.2
3 2.61268e+06 0 2977.17
5 2.58622e+06 0 2439.71
7 2.3524e+06 0 2382.81
9 1.29486e+06 0 1462.39
11 866276 0 1115.75
13 712855 0 985.026
15 656299 0 936.203
17 625511 0 906.477
19 613183 0 895.574
21 574379 0 860.093
23 451706 0 745.105
25 281721 0 568.021
27 227463 0 504.528
29 196506 0 465.406
31 182517 0 447.196
33 174332 0 436.616
35 170514 0 430.411
37 152647 0 405.662
39 120289 0 357.776
41 82522.4 0 293.7
43 69410.9 0 268.69
45 60696.9 0 250.626
47 56515.4 0 241.58
49 53254.9 0 234.383
51 51676.3 0 230.806
53 47745.3 0 221.504
55 41040.8 0 205.197
57 29697.2 0 174.028
