# x y ex ey
1 36227.6 0 192.591
3 36362.2 0 192.806
5 35911.2 0 191.773
7 36256.3 0 192.54
9 36570.6 0 193.487
11 35844.3 0 191.246
13 26634.1 0 164.634
15 13369.8 0 116.267
17 13318.7 0 116.092
19 13033.2 0 114.791
21 13117.7 0 115.165
23 13181.4 0 115.423
25 13348.5 0 116.192
27 12684.9 0 113.33
29 8285.56 0 91.4932
31 5903.68 0 77.141
33 6009.61 0 77.8241
35 5937.1 0 77.2683
37 6013.72 0 77.8708
39 5926.06 0 77.2359
41 5912.97 0 77.19
43 5934.75 0 77.2966
45 5871.35 0 76.8301
47 4542.43 0 67.5871
49 3185.29 0 56.6012
51 3091.03 0 55.7417
53 3007.63 0 54.9665
55 3029.19 0 55.2316
57 3076.71 0 55.6466
