# x y ex ey
1 32732.5 0 182.823
3 32969.1 0 183.579
5 32865.1 0 183.19
7 21369.7 0 147.307
9 7642.38 0 88.2114
11 7424.99 0 86.5128
13 6631.47 0 81.7642
15 6321.36 0 79.8192
17 6418.81 0 80.0601
19 5454.92 0 74.1429
21 2311.82 0 48.2468
23 1936.52 0 44.1258
25 1581 0 40.067
27 1566.94 0 39.6725
29 1579.71 0 39.8176
31 1501.06 0 38.8349
33 1228.85 0 35.11
35 543.575 0 23.3701
37 465.138 0 21.5703
39 437.047 0 20.9548
41 404.724 0 20.1607
43 422.939 0 20.5884
45 443.395 0 21.138
47 372.811 0 19.3554
49 224.072 0 15.005
51 129.228 0 11.3779
53 131.61 0 11.4988
55 136.74 0 11.7687
57 129.481 0 11.4001
