# x y ex ey
1 43781.1 0 212.1
3 44338.9 0 213.377
5 44132.1 0 213.077
7 33196.9 0 184.089
9 14910.1 0 122.88
11 8862.65 0 94.6052
13 8392.98 0 92.0252
15 8195.6 0 90.9556
17 8075.29 0 90.3805
19 7838.69 0 88.8583
21 6394.24 0 80.2547
23 2621.74 0 51.3671
25 2008.05 0 44.8788
27 1864.1 0 43.281
29 1868.47 0 43.3473
31 1859.84 0 43.2404
33 1649.67 0 40.6738
35 808.259 0 28.5229
37 645.448 0 25.4145
39 528.609 0 23.0484
41 516.887 0 22.8881
43 506.911 0 22.5796
45 462.456 0 21.5621
47 449.153 0 21.2442
49 383.946 0 19.6444
51 197.66 0 14.0827
53 179.875 0 13.4445
55 142.868 0 11.9892
