# x y ex ey
1 10626.4 0 103.589
3 10022.6 0 100.614
5 4586.88 0 67.963
7 3636.95 0 60.6158
9 3553.34 0 59.7474
11 3534.08 0 59.6432
13 3559.2 0 59.9477
15 3395.73 0 58.417
17 1993.1 0 44.7803
19 1560.85 0 39.4677
21 1505.54 0 38.8989
23 1474.86 0 38.5856
25 1453.1 0 38.2129
27 1457.37 0 38.2593
29 1280.32 0 35.8843
31 725.842 0 27.0318
33 730.304 0 27.0855
35 663.25 0 25.817
37 646.227 0 25.4847
39 680.854 0 26.148
41 642.139 0 25.4026
43 494.686 0 22.3022
45 381.503 0 19.5707
47 351.777 0 18.8033
49 345.177 0 18.6107
51 345.38 0 18.6488
53 340.684 0 18.5034
55 338.709 0 18.4506
57 269.467 0 16.4297
