# x y ex ey
1 3891.07 0 62.6209
3 3792.8 0 61.8045
5 3835.88 0 62.12
7 3927.81 0 62.8711
9 3874.98 0 62.4428
11 3955.61 0 63.0742
13 3951.84 0 63.0862
15 3947.76 0 63.0212
17 3897.36 0 62.6168
19 3485.75 0 59.2424
21 2451.95 0 49.6995
23 1133.63 0 33.7684
25 473.177 0 21.8028
27 176.842 0 13.33
29 167.694 0 12.9766
31 173.631 0 13.2009
33 156.793 0 12.5535
35 172.733 0 13.1708
37 165.839 0 12.9106
39 170.742 0 13.0953
41 155.724 0 12.508
43 181.717 0 13.5069
45 156.745 0 12.5496
47 144.761 0 12.0634
49 126.547 0 11.2737
51 122.605 0 11.1002
53 99.4696 0 9.99708
55 92.4647 0 9.64011
57 94.5332 0 9.75036
