# x y ex ey
30 0 0 0
30.5 0 0 0
31 0 0 0
31.5 3.01068 0 1.73822
32 408.826 0 20.2647
32.5 1320.03 0 36.4295
33 8639.52 0 93.4015
33.5 19955.5 0 142.307
34 24843.6 0 159.032
34.5 29977.6 0 174.824
35 36023.2 0 191.988
35.5 42862.4 0 209.73
36 51431.9 0 230.234
36.5 62822.4 0 254.298
37 81571.3 0 292.977
37.5 126002 0 366.874
38 284185 0 571.218
