# x y ex ey
30 0 0 0
30.5 0 0 0
31 0 0 0
31.5 0 0 0
32 30.1382 0 5.50245
32.5 574.791 0 24.0332
33 3973.12 0 63.201
33.5 26606.1 0 164.631
34 64545 0 258.596
34.5 99346.5 0 323.683
35 146852 0 397.882
35.5 230440 0 508.314
36 445252 0 736.711
36.5 760574 0 1027.69
37 1.21493e+06 0 1398.53
37.5 1.88814e+06 0 1914.2
38 2.36536e+06 0 2574.3
38.5 2.72154e+06 0 3273.85
39 3.01364e+06 0 7824.63
39.5 3.30326e+06 0 7407.21
40 3.62759e+06 0 12519.2
