# x y ex ey
1 10673.8 0 103.806
3 10659.9 0 103.818
5 10918 0 105.02
7 10584.1 0 103.403
9 10471.1 0 102.826
11 10657.1 0 103.756
13 10507.1 0 103.269
15 10627.4 0 103.594
17 7396.99 0 86.4156
19 807.178 0 28.4847
21 3548.56 0 59.7685
23 557.474 0 23.6634
25 574.259 0 24.032
27 556.323 0 23.6572
29 583.597 0 24.2117
31 607.047 0 24.824
33 563.328 0 23.7837
35 543.463 0 23.3653
37 534.53 0 23.1748
39 514.906 0 22.7559
41 470.598 0 21.7534
43 247.134 0 15.7567
45 226.947 0 15.0963
47 72.3183 0 8.52279
49 40.1555 0 6.34914
51 44.1802 0 6.66042
