# x y ex ey
1 989.413 0 31.4139
3 905.379 0 30.1793
5 815.149 0 28.766
7 850.2 0 29.2132
9 864.294 0 29.4893
11 846.136 0 29.1598
13 863.938 0 29.4772
15 874.016 0 29.6319
17 756.899 0 27.5829
19 452.94 0 21.3281
21 75.3161 0 8.69676
23 43.2829 0 6.60058
25 42.2024 0 6.51197
27 20.0837 0 4.49086
29 43.2339 0 6.59311
31 41.1637 0 6.42868
33 59.2726 0 7.71664
35 47.1926 0 6.88375
37 35.1468 0 5.9409
39 34.1637 0 5.85902
41 41.1975 0 6.43397
43 29.1485 0 5.41275
45 32.1111 0 5.67649
47 11.148 0 3.36126
49 6.02942 0 2.4615
51 5.02193 0 2.24588
53 3.01564 0 1.74108
55 1.00511 0 1.00511
57 1.00697 0 1.00697
