# x y ex ey
1 656.348 0 25.6849
3 726.957 0 27.0358
5 622.784 0 25.0116
7 624.431 0 25.0576
9 667.464 0 26.0007
11 605.578 0 24.661
13 680.994 0 26.1534
15 671.606 0 25.9658
17 645.394 0 25.5314
19 395.846 0 19.9424
21 53.2557 0 7.31523
23 58.262 0 7.65017
25 21.0879 0 4.60177
27 28.1174 0 5.31368
29 36.1808 0 6.03013
31 22.1012 0 4.712
33 39.1637 0 6.27121
35 43.2161 0 6.59039
37 35.0172 0 5.91899
39 34.1075 0 5.84939
41 35.2011 0 5.95008
43 21.0663 0 4.59704
45 17.0764 0 4.14164
47 13.1246 0 3.6401
49 3.01347 0 1.73983
51 3.01254 0 1.73929
53 3.01254 0 1.73929
55 0 0 0
57 3.01254 0 1.73929
