# x y ex ey
1 9738.51 0 99.1252
3 9796.46 0 98.9643
5 9748.54 0 99.2581
7 9634.11 0 98.5848
9 9648.88 0 98.4887
11 9782.06 0 99.4295
13 9572.05 0 98.3107
15 9360.55 0 97.1584
17 3293.46 0 57.5854
19 731.357 0 27.1245
21 531.57 0 23.1117
23 536.893 0 23.1902
25 526.01 0 22.9351
27 535.26 0 23.1847
29 479.582 0 21.9816
31 508.504 0 22.6058
33 504.658 0 22.5016
35 487.395 0 22.1315
37 432.646 0 20.864
39 302.708 0 17.4478
41 57.0111 0 7.55131
43 31.0533 0 5.57735
45 50.2153 0 7.10151
47 47.1151 0 6.87244
49 37.0524 0 6.09137
51 35.1902 0 5.94824
53 33.1452 0 5.76984
55 37.1171 0 6.10201
57 31.1684 0 5.59802
