# x y ex ey
1 523.636 0 22.9409
3 470.501 0 21.7489
5 512.156 0 22.6787
7 472.026 0 21.7729
9 491.264 0 22.2157
11 495.437 0 22.3134
13 505.713 0 22.5263
15 465.901 0 21.6057
17 525.215 0 22.966
19 519.971 0 22.9349
21 503.416 0 22.5586
23 512.42 0 22.6903
25 512.314 0 22.6857
27 476.044 0 21.8654
29 496.834 0 22.331
31 402.881 0 20.1189
33 147.318 0 12.1921
35 50.1277 0 7.08912
37 27.1299 0 5.22115
39 45.1611 0 6.73222
41 29.1216 0 5.40774
43 27.1132 0 5.21793
45 32.1243 0 5.67882
47 31.1396 0 5.59284
49 36.1734 0 6.02889
51 38.1634 0 6.19092
53 28.1029 0 5.31095
55 31.1044 0 5.58651
57 25.0893 0 5.01785
