# x y ex ey
1 6560.67 0 81.3251
3 6489.61 0 80.4937
5 6539.78 0 81.2285
7 6451.27 0 80.5592
9 6565.7 0 81.3187
11 6475.73 0 80.7828
13 6395.6 0 80.2592
15 5560.6 0 74.8634
17 1511.08 0 38.8866
19 350.664 0 18.7706
21 338.773 0 18.4268
23 287.384 0 16.9934
25 307.42 0 17.5741
27 316.268 0 17.8197
29 302.552 0 17.4388
31 287.709 0 17.0126
33 292.172 0 17.1866
35 254.089 0 15.9744
37 194.031 0 14.0396
39 60.2835 0 7.78256
41 24.1055 0 4.92052
43 27.0325 0 5.20242
45 17.0852 0 4.14377
47 23.1487 0 4.82684
49 16.0028 0 4.0007
51 15.0721 0 3.89159
53 22.0899 0 4.70958
