# x y ex ey
36 0 0 0
36.5 0 0 0
37 0 0 0
37.5 114.589 0 10.7322
38 4657.48 0 68.4924
38.5 8472.89 0 92.4688
39 11695.9 0 108.734
39.5 14809 0 122.435
40 18494.1 0 136.997
40.5 22174.4 0 150.077
41 26099 0 163.042
41.5 30310.2 0 175.697
42 34602.9 0 188.09
42.5 39814.6 0 201.56
43 44515.1 0 213.448
43.5 49741.8 0 226.349
44 56409.6 0 241.497
44.5 62305.3 0 253.971
45 69888.5 0 269.699
