# x y ex ey
1 69508.4 0 268.705
3 69789.9 0 269.433
5 69360.6 0 268.561
7 70665.3 0 271.287
9 69031.1 0 267.516
11 69982.4 0 268.946
13 69156.6 0 268.029
15 68873.7 0 268.931
17 66029.9 0 262.826
19 11677.9 0 108.6
21 3587.99 0 60.1096
23 3382.3 0 58.2982
25 3404.35 0 58.4702
27 3405.99 0 58.6108
29 3426.9 0 58.7362
31 3372.54 0 58.3821
33 3198.04 0 56.7204
35 3292.79 0 57.5825
37 3052.83 0 55.4328
39 2981.74 0 54.7685
41 3079.99 0 55.6878
43 2944.37 0 54.432
45 2694.37 0 52.056
47 2053.26 0 45.4822
49 1654.92 0 40.7909
51 1458.87 0 38.2987
53 1296.91 0 36.0532
55 1164.11 0 34.209
57 1039.65 0 32.2381
