# x y ex ey
1 32394.1 0 182.104
3 32280.6 0 181.444
5 32481.3 0 182.175
7 32606.5 0 182.484
9 32379.5 0 181.847
11 32407.8 0 181.937
13 32161.9 0 181.16
15 32467.5 0 181.883
17 31146.4 0 178.104
19 5386.36 0 73.5721
21 1498.11 0 38.8366
23 1504.38 0 38.8819
25 1404.4 0 37.5744
27 1451.04 0 38.1722
29 1305.35 0 36.2317
31 1400.09 0 37.5263
33 1323.51 0 36.47
35 1360.26 0 36.9125
37 1259.11 0 35.7275
39 1231.14 0 35.1897
41 1078.95 0 32.9384
43 553.398 0 23.5755
45 243.216 0 15.6345
47 140.754 0 11.8959
49 90.2965 0 9.51808
51 86.3896 0 9.31563
53 90.3893 0 9.52787
55 93.4986 0 9.69536
57 79.4148 0 8.93486
