# x y ex ey
1 43790.9 0 212.048
3 43927.1 0 212.352
5 43644.2 0 211.75
7 43902.7 0 212.15
9 43983.8 0 212.601
11 43616.4 0 212.492
13 43735.5 0 211.889
15 34177.6 0 186.911
17 8775.69 0 93.9881
19 6962.57 0 83.7831
21 2550.54 0 50.6874
23 2510.61 0 50.2523
25 2397.76 0 49.1389
27 2371.36 0 48.9279
29 2304.59 0 48.201
31 2239.48 0 47.4875
33 2143.84 0 46.4517
35 2200.94 0 46.9775
37 2217.07 0 47.2466
39 2096.84 0 45.9653
41 1802.75 0 42.5622
43 1310.02 0 36.25
45 1134.9 0 33.7612
47 851.426 0 29.2553
49 760.698 0 27.6663
51 769.409 0 27.8545
53 691.833 0 26.3567
55 593.556 0 24.4363
57 486.44 0 22.1109
