# x y ex ey
30 0 0 0
30.5 0 0 0
31 0 0 0
31.5 0 0 0
32 0 0 0
32.5 0 0 0
33 1.00542 0 1.00542
33.5 4.01713 0 2.00857
34 11.0631 0 3.33564
34.5 84.3284 0 9.20099
35 258.266 0 16.1102
35.5 451.163 0 21.2917
36 614.942 0 24.8779
36.5 824.188 0 28.7819
37 1169.55 0 34.28
37.5 1736.61 0 41.7885
38 3167.46 0 56.4539
38.5 6094.14 0 78.3752
39 10023.4 0 100.567
39.5 14258.8 0 120.277
40 18424.7 0 136.723
