# x y ex ey
1 59377.5 0 247.973
3 58547.8 0 246.21
5 58633.8 0 246.193
7 58076.2 0 245.113
9 27192 0 166.612
11 4594.02 0 67.9497
13 2725.77 0 52.3993
15 1665.05 0 40.9536
17 1402.68 0 37.5552
19 1256.82 0 35.5623
21 831.655 0 28.9195
23 361.979 0 19.078
25 129.721 0 11.4213
27 90.3893 0 9.52787
29 62.2673 0 7.90796
31 36.1696 0 6.02827
33 37.1897 0 6.11394
35 21.0771 0 4.5994
37 17.2485 0 4.18338
39 11.0597 0 3.33461
41 3.01471 0 1.74054
43 1.0048 0 1.0048
45 1.99665 0 1.41185
47 1.00864 0 1.00864
49 2.00691 0 1.4191
51 0 0 0
53 0 0 0
55 0 0 0
57 0 0 0
