# x y ex ey
1 27552.2 0 167.485
3 27376.6 0 166.952
5 27557.5 0 167.579
7 27463.6 0 167.169
9 27571.6 0 167.597
11 27339.6 0 166.975
13 27307.6 0 167.629
15 27493.4 0 167.382
17 27628.8 0 167.386
19 27442.7 0 167.268
21 25265.4 0 160.799
23 12003.9 0 110.086
25 2806.97 0 53.0279
27 2160.54 0 46.5846
29 1964.7 0 44.4575
31 1853.49 0 43.1044
33 1836.32 0 42.9614
35 1811.43 0 42.6602
37 1770.83 0 42.1986
39 1787.67 0 42.4077
41 1751.42 0 41.9751
43 1784.37 0 42.3532
45 1682.44 0 41.1331
47 1605.83 0 40.1457
49 1558.85 0 39.5821
51 1215.41 0 34.9694
53 485.036 0 22.0699
55 227.321 0 15.1211
