# x y ex ey
1 29173.3 0 172.358
3 28863.5 0 171.524
5 27994.2 0 168.885
7 11916.2 0 109.777
9 3050.2 0 55.3575
11 1399.64 0 37.4068
13 750.325 0 27.4529
15 603.569 0 24.6201
17 537.822 0 23.2521
19 407.529 0 20.2503
21 111.504 0 10.5835
23 40.2134 0 6.35829
25 33.1862 0 5.77697
27 17.0993 0 4.14719
29 13.0571 0 3.62138
31 13.0504 0 3.61952
33 13.0557 0 3.62101
35 6.02694 0 2.46049
37 4.01424 0 2.00712
39 1.00356 0 1.00356
41 0 0 0
43 0 0 0
45 1.00418 0 1.00418
47 0 0 0
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
