# x y ex ey
1 23524.8 0 154.695
3 23324.8 0 154.02
5 23202.6 0 153.548
7 17961.3 0 134.887
9 3592.63 0 60.1113
11 1512.43 0 38.9859
13 779.065 0 27.9668
15 522.685 0 22.9213
17 418.036 0 20.5702
19 403.636 0 20.1315
21 183.744 0 13.5827
23 44.203 0 6.66385
25 31.1012 0 5.58594
27 10.0491 0 3.17779
29 2.01022 0 1.42144
31 4.0192 0 2.0096
33 5.02038 0 2.24518
35 2.00939 0 1.42085
37 1.00407 0 1.00407
39 0 0 0
41 0 0 0
43 0 0 0
45 0.99497 0 0.99497
47 0 0 0
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
57 0 0 0
